fecha,pais,pais_code,socio,socio_code,exportaciones,importaciones
2015-03,España,ES,Taiwan,TW,35127904.0,73982907.0
2015-04,España,ES,Taiwan,TW,58365134.0,82386855.0
2015-05,España,ES,Taiwan,TW,28680978.0,63160233.0
2015-06,España,ES,Taiwan,TW,35993690.0,99405194.0
2015-07,España,ES,Taiwan,TW,50356441.0,81128150.0
2015-08,España,ES,Taiwan,TW,62558945.0,62559623.0
2015-09,España,ES,Taiwan,TW,41161338.0,82891297.0
2015-10,España,ES,Taiwan,TW,34560265.0,82229406.0
2015-11,España,ES,Taiwan,TW,33846157.0,81945058.0
2015-12,España,ES,Taiwan,TW,36251278.0,73900582.0
2016-01,España,ES,Taiwan,TW,33187470.0,70175887.0
2016-02,España,ES,Taiwan,TW,39167439.0,75240853.0
2016-03,España,ES,Taiwan,TW,35085603.0,74342078.0
2016-04,España,ES,Taiwan,TW,41343591.0,71938825.0
2016-05,España,ES,Taiwan,TW,43960852.0,82956701.0
2016-06,España,ES,Taiwan,TW,48978086.0,84389768.0
2016-07,España,ES,Taiwan,TW,44605422.0,75954380.0
2016-08,España,ES,Taiwan,TW,38140418.0,66787267.0
2016-09,España,ES,Taiwan,TW,40106134.0,73773584.0
2016-10,España,ES,Taiwan,TW,37639452.0,69329064.0
2016-11,España,ES,Taiwan,TW,40460956.0,73375681.0
2016-12,España,ES,Taiwan,TW,39159858.0,81445017.0
2017-01,España,ES,Taiwan,TW,38766013.0,82821944.0
2017-02,España,ES,Taiwan,TW,41916742.0,67880499.0
2017-03,España,ES,Taiwan,TW,51051435.0,81585241.0
2017-04,España,ES,Taiwan,TW,39160623.0,75326743.0
2017-05,España,ES,Taiwan,TW,47261582.0,95216644.0
2017-06,España,ES,Taiwan,TW,44528004.0,73641675.0
2017-07,España,ES,Taiwan,TW,40746684.0,90155301.0
2017-08,España,ES,Taiwan,TW,42661320.0,77286207.0
2017-09,España,ES,Taiwan,TW,37902939.0,105868822.0
2017-10,España,ES,Taiwan,TW,41871791.0,92777589.0
2017-11,España,ES,Taiwan,TW,38772016.0,80727823.0
2017-12,España,ES,Taiwan,TW,36129145.0,68644656.0
2018-01,España,ES,Taiwan,TW,49477809.0,83975184.0
2018-02,España,ES,Taiwan,TW,36990793.0,79449398.0
2018-03,España,ES,Taiwan,TW,39641012.0,88807608.0
2018-04,España,ES,Taiwan,TW,41805741.0,110942984.0
2018-05,España,ES,Taiwan,TW,41081288.0,99255971.0
2018-06,España,ES,Taiwan,TW,36702132.0,109911345.0
2018-07,España,ES,Taiwan,TW,36163572.0,114132573.0
2018-08,España,ES,Taiwan,TW,37265151.0,91630698.0
2018-09,España,ES,Taiwan,TW,36483493.0,107813358.0
2018-10,España,ES,Taiwan,TW,39244135.0,110489265.0
2018-11,España,ES,Taiwan,TW,36726907.0,107190080.0
2018-12,España,ES,Taiwan,TW,34077439.0,86121252.0
2019-01,España,ES,Taiwan,TW,48673469.0,101348340.0
2019-02,España,ES,Taiwan,TW,40103409.0,85774801.0
2019-03,España,ES,Taiwan,TW,37326333.0,84782869.0
2019-04,España,ES,Taiwan,TW,45424901.0,95108519.0
2019-05,España,ES,Taiwan,TW,43378312.0,111807053.0
2019-06,España,ES,Taiwan,TW,41027922.0,98076226.0
2019-07,España,ES,Taiwan,TW,51799694.0,130605705.0
2019-08,España,ES,Taiwan,TW,33528895.0,77101024.0
2019-09,España,ES,Taiwan,TW,40998588.0,111278396.0
2019-10,España,ES,Taiwan,TW,47914848.0,113604227.0
2019-11,España,ES,Taiwan,TW,47321204.0,85448001.0
2019-12,España,ES,Taiwan,TW,43581551.0,81637910.0
2020-01,España,ES,Taiwan,TW,59510966.0,112837860.0
2020-02,España,ES,Taiwan,TW,60001854.0,82452577.0
2020-03,España,ES,Taiwan,TW,45693003.0,89494510.0
2020-04,España,ES,Taiwan,TW,50960192.0,108370161.0
2020-05,España,ES,Taiwan,TW,46983299.0,76045982.0
2020-06,España,ES,Taiwan,TW,59708984.0,85754082.0
2020-07,España,ES,Taiwan,TW,56639062.0,84902139.0
2020-08,España,ES,Taiwan,TW,49644831.0,69967443.0
2020-09,España,ES,Taiwan,TW,54667149.0,95805468.0
2020-10,España,ES,Taiwan,TW,51083630.0,76826915.0
2020-11,España,ES,Taiwan,TW,49399250.0,75780484.0
2020-12,España,ES,Taiwan,TW,50480414.0,102415294.0
2021-01,España,ES,Taiwan,TW,74419994.0,97381544.0
2021-02,España,ES,Taiwan,TW,49343387.0,105926686.0
2021-03,España,ES,Taiwan,TW,57937481.0,130471985.0
2021-04,España,ES,Taiwan,TW,57645020.0,105811854.0
2021-05,España,ES,Taiwan,TW,46684308.0,142371606.0
2021-06,España,ES,Taiwan,TW,53236139.0,125758269.0
2021-07,España,ES,Taiwan,TW,46249904.0,123836812.0
2021-08,España,ES,Taiwan,TW,51935120.0,133660359.0
2021-09,España,ES,Taiwan,TW,62482967.0,142134749.0
2021-10,España,ES,Taiwan,TW,68037150.0,137505253.0
2021-11,España,ES,Taiwan,TW,69485927.0,133215965.0
2021-12,España,ES,Taiwan,TW,59245957.0,126240069.0
2022-01,España,ES,Taiwan,TW,60950591.0,226577626.0
2022-02,España,ES,Taiwan,TW,59051955.0,100802318.0
2022-03,España,ES,Taiwan,TW,56931392.0,141313613.0
2022-04,España,ES,Taiwan,TW,77473586.0,225306378.0
2022-05,España,ES,Taiwan,TW,65895598.0,194454458.0
2022-06,España,ES,Taiwan,TW,65299956.0,177922009.0
2022-07,España,ES,Taiwan,TW,50654560.0,210483783.0
2022-08,España,ES,Taiwan,TW,50503991.0,204459067.0
2022-09,España,ES,Taiwan,TW,89040087.0,177020601.0
2022-10,España,ES,Taiwan,TW,64384262.0,177869382.0
2022-11,España,ES,Taiwan,TW,70814736.0,148918541.0
2022-12,España,ES,Taiwan,TW,60239943.0,122932945.0
2023-01,España,ES,Taiwan,TW,62159291.0,152758085.0
2023-02,España,ES,Taiwan,TW,61676281.0,139046784.0
2023-03,España,ES,Taiwan,TW,84133095.0,128643561.0
2023-04,España,ES,Taiwan,TW,58464614.0,141822868.0
2023-05,España,ES,Taiwan,TW,70688384.0,137772926.0
2023-06,España,ES,Taiwan,TW,73557505.0,159714715.0
2023-07,España,ES,Taiwan,TW,51808410.0,162435748.0
2023-08,España,ES,Taiwan,TW,50122871.0,110499084.0
2023-09,España,ES,Taiwan,TW,52732534.0,113111182.0
2023-10,España,ES,Taiwan,TW,60938598.0,166651076.0
2023-11,España,ES,Taiwan,TW,62237797.0,104322043.0
2023-12,España,ES,Taiwan,TW,62820197.0,79397580.0
2024-01,España,ES,Taiwan,TW,64150397.0,128666540.0
2024-02,España,ES,Taiwan,TW,54915885.0,88137447.0
2024-03,España,ES,Taiwan,TW,52519598.0,96992272.0
2024-04,España,ES,Taiwan,TW,67049017.0,180706130.0
2024-05,España,ES,Taiwan,TW,49764364.0,114549163.0
2024-06,España,ES,Taiwan,TW,67229889.0,106328434.0
2024-07,España,ES,Taiwan,TW,73482981.0,156551370.0
2024-08,España,ES,Taiwan,TW,38638867.0,116421959.0
2024-09,España,ES,Taiwan,TW,66441766.0,85568645.0
2024-10,España,ES,Taiwan,TW,66753148.0,160266471.0
2024-11,España,ES,Taiwan,TW,70683150.0,87881590.0
2024-12,España,ES,Taiwan,TW,70534412.0,93919281.0
2025-01,España,ES,Taiwan,TW,58153258.0,164513456.0
2025-02,España,ES,Taiwan,TW,62407097.0,87273981.0
2025-03,España,ES,Taiwan,TW,60065545.0,104435618.0
2025-04,España,ES,Taiwan,TW,62705134.0,183644364.0
2025-05,España,ES,Taiwan,TW,51637857.0,96884487.0
2025-06,España,ES,Taiwan,TW,58402396.0,100878420.0
2025-07,España,ES,Taiwan,TW,75405258.0,180449552.0
2025-08,España,ES,Taiwan,TW,44546295.0,98158183.0
2025-09,España,ES,Taiwan,TW,57446348.0,96615767.0
2025-10,España,ES,Taiwan,TW,73917207.0,149168457.0
2025-11,España,ES,Taiwan,TW,63210528.0,82755361.0
2002-01,España,ES,Ucrania,UA,6115771.0,83566138.0
2002-02,España,ES,Ucrania,UA,8349552.0,59849070.0
2002-03,España,ES,Ucrania,UA,10786972.0,38101618.0
2002-04,España,ES,Ucrania,UA,11088255.0,61523043.0
2002-05,España,ES,Ucrania,UA,9095922.0,47311889.0
2002-06,España,ES,Ucrania,UA,9490065.0,26495450.0
2002-07,España,ES,Ucrania,UA,10600110.0,19696947.0
2002-08,España,ES,Ucrania,UA,7142356.0,33124658.0
2002-09,España,ES,Ucrania,UA,7906492.0,91326838.0
2002-10,España,ES,Ucrania,UA,12665035.0,71854179.0
2002-11,España,ES,Ucrania,UA,10741426.0,53649390.0
2002-12,España,ES,Ucrania,UA,11158595.0,54393198.0
2003-01,España,ES,Ucrania,UA,9303286.0,22382509.0
2003-02,España,ES,Ucrania,UA,9732465.0,24608380.0
2003-03,España,ES,Ucrania,UA,11445737.0,20900693.0
2003-04,España,ES,Ucrania,UA,15854553.0,50344682.0
2003-05,España,ES,Ucrania,UA,14341913.0,37744133.0
2003-06,España,ES,Ucrania,UA,11973817.0,15620179.0
2003-07,España,ES,Ucrania,UA,13158054.0,15210486.0
2003-08,España,ES,Ucrania,UA,9399937.0,10998958.0
2003-09,España,ES,Ucrania,UA,9966713.0,14260394.0
2003-10,España,ES,Ucrania,UA,19901974.0,34082232.0
2003-11,España,ES,Ucrania,UA,18128280.0,14312974.0
2003-12,España,ES,Ucrania,UA,12460783.0,18892907.0
2004-01,España,ES,Ucrania,UA,10865136.0,21537187.0
2004-02,España,ES,Ucrania,UA,12122389.0,19927736.0
2004-03,España,ES,Ucrania,UA,10244761.0,27841131.0
2004-04,España,ES,Ucrania,UA,11737642.0,23070041.0
2004-05,España,ES,Ucrania,UA,12823514.0,34506761.0
2004-06,España,ES,Ucrania,UA,10526553.0,36503685.0
2004-07,España,ES,Ucrania,UA,16462193.0,24382692.0
2004-08,España,ES,Ucrania,UA,10568349.0,25077167.0
2004-09,España,ES,Ucrania,UA,13000458.0,47993963.0
2004-10,España,ES,Ucrania,UA,43142171.0,37875315.0
2004-11,España,ES,Ucrania,UA,14794349.0,44718310.0
2004-12,España,ES,Ucrania,UA,10186505.0,44546343.0
2005-01,España,ES,Ucrania,UA,7367781.0,46684588.0
2005-02,España,ES,Ucrania,UA,10249340.0,46159045.0
2005-03,España,ES,Ucrania,UA,12710121.0,38733470.0
2005-04,España,ES,Ucrania,UA,12822274.0,90592685.0
2005-05,España,ES,Ucrania,UA,12532537.0,68819565.0
2005-06,España,ES,Ucrania,UA,16299334.0,57366380.0
2005-07,España,ES,Ucrania,UA,17352681.0,63283537.0
2005-08,España,ES,Ucrania,UA,13847022.0,70085107.0
2005-09,España,ES,Ucrania,UA,13325130.0,20796836.0
2005-10,España,ES,Ucrania,UA,15216015.0,50187264.0
2005-11,España,ES,Ucrania,UA,17593399.0,59028664.0
2005-12,España,ES,Ucrania,UA,16672500.0,45787679.0
2006-01,España,ES,Ucrania,UA,15522947.0,35876295.0
2006-02,España,ES,Ucrania,UA,17005227.0,32450113.0
2006-03,España,ES,Ucrania,UA,23212170.0,66334570.0
2006-04,España,ES,Ucrania,UA,18688413.0,33243062.0
2006-05,España,ES,Ucrania,UA,20056955.0,39621293.0
2006-06,España,ES,Ucrania,UA,24542366.0,32277913.0
2006-07,España,ES,Ucrania,UA,23214431.0,29259593.0
2006-08,España,ES,Ucrania,UA,20723291.0,41887286.0
2006-09,España,ES,Ucrania,UA,22879646.0,42073071.0
2006-10,España,ES,Ucrania,UA,23637671.0,31674172.0
2006-11,España,ES,Ucrania,UA,27508967.0,33146528.0
2006-12,España,ES,Ucrania,UA,21152770.0,37696994.0
2007-01,España,ES,Ucrania,UA,16689261.0,38992252.0
2007-02,España,ES,Ucrania,UA,25488672.0,27059118.0
2007-03,España,ES,Ucrania,UA,25817426.0,46661168.0
2007-04,España,ES,Ucrania,UA,22831015.0,55356155.0
2007-05,España,ES,Ucrania,UA,23356724.0,62587390.0
2007-06,España,ES,Ucrania,UA,28417822.0,68910300.0
2007-07,España,ES,Ucrania,UA,27903976.0,86878666.0
2007-08,España,ES,Ucrania,UA,26107279.0,87064517.0
2007-09,España,ES,Ucrania,UA,23653311.0,36673968.0
2007-10,España,ES,Ucrania,UA,32967427.0,38648590.0
2007-11,España,ES,Ucrania,UA,31346583.0,49424053.0
2007-12,España,ES,Ucrania,UA,37500361.0,45497229.0
2008-01,España,ES,Ucrania,UA,23848202.0,51711429.0
2008-02,España,ES,Ucrania,UA,29171980.0,30630200.0
2008-03,España,ES,Ucrania,UA,32759541.0,63493322.0
2008-04,España,ES,Ucrania,UA,39397851.0,55085566.0
2008-05,España,ES,Ucrania,UA,36387193.0,97257046.0
2008-06,España,ES,Ucrania,UA,33711133.0,38090954.0
2008-07,España,ES,Ucrania,UA,44285117.0,72640905.0
2008-08,España,ES,Ucrania,UA,28201530.0,92160457.0
2008-09,España,ES,Ucrania,UA,41494045.0,100852981.0
2008-10,España,ES,Ucrania,UA,47018893.0,105256186.0
2008-11,España,ES,Ucrania,UA,30811827.0,91766339.0
2008-12,España,ES,Ucrania,UA,15923776.0,105016293.0
2009-01,España,ES,Ucrania,UA,13535535.0,36146227.0
2009-02,España,ES,Ucrania,UA,10316808.0,48547515.0
2009-03,España,ES,Ucrania,UA,14410117.0,78001784.0
2009-04,España,ES,Ucrania,UA,15527641.0,39059791.0
2009-05,España,ES,Ucrania,UA,12942950.0,45408718.0
2009-06,España,ES,Ucrania,UA,14945705.0,70406610.0
2009-07,España,ES,Ucrania,UA,17729672.0,42884309.0
2009-08,España,ES,Ucrania,UA,10564124.0,22517340.0
2009-09,España,ES,Ucrania,UA,14129849.0,49878170.0
2009-10,España,ES,Ucrania,UA,17299520.0,32518322.0
2009-11,España,ES,Ucrania,UA,21740110.0,47443092.0
2009-12,España,ES,Ucrania,UA,15866201.0,60150119.0
2010-01,España,ES,Ucrania,UA,9954580.0,22880448.0
2010-02,España,ES,Ucrania,UA,16671862.0,36165148.0
2010-03,España,ES,Ucrania,UA,20950675.0,65736876.0
2010-04,España,ES,Ucrania,UA,15253171.0,23371507.0
2010-05,España,ES,Ucrania,UA,18584814.0,31556358.0
2010-06,España,ES,Ucrania,UA,17617267.0,70455412.0
2010-07,España,ES,Ucrania,UA,23831947.0,62030283.0
2010-08,España,ES,Ucrania,UA,17575615.0,39635810.0
2010-09,España,ES,Ucrania,UA,19951788.0,38697965.0
2010-10,España,ES,Ucrania,UA,42332469.0,29374486.0
2010-11,España,ES,Ucrania,UA,21350950.0,50984666.0
2010-12,España,ES,Ucrania,UA,22588614.0,28525924.0
2011-01,España,ES,Ucrania,UA,18526780.0,45952066.0
2011-02,España,ES,Ucrania,UA,25811119.0,57677896.0
2011-03,España,ES,Ucrania,UA,34061968.0,39508367.0
2011-04,España,ES,Ucrania,UA,24083850.0,54883092.0
2011-05,España,ES,Ucrania,UA,30419334.0,57690517.0
2011-06,España,ES,Ucrania,UA,33575061.0,122542176.0
2011-07,España,ES,Ucrania,UA,32508415.0,92754544.0
2011-08,España,ES,Ucrania,UA,26443144.0,76115254.0
2011-09,España,ES,Ucrania,UA,29672695.0,93778609.0
2011-10,España,ES,Ucrania,UA,29975059.0,33362194.0
2011-11,España,ES,Ucrania,UA,34088973.0,102787490.0
2011-12,España,ES,Ucrania,UA,27629075.0,135498909.0
2012-01,España,ES,Ucrania,UA,21421912.0,164557363.0
2012-02,España,ES,Ucrania,UA,26242892.0,100121453.0
2012-03,España,ES,Ucrania,UA,29348058.0,126405065.0
2012-04,España,ES,Ucrania,UA,42586273.0,131098732.0
2012-05,España,ES,Ucrania,UA,34786255.0,100377449.0
2012-06,España,ES,Ucrania,UA,31010614.0,97205334.0
2012-07,España,ES,Ucrania,UA,38734469.0,129395755.0
2012-08,España,ES,Ucrania,UA,24140566.0,103529440.0
2012-09,España,ES,Ucrania,UA,29310559.0,122710119.0
2012-10,España,ES,Ucrania,UA,32892030.0,136166779.0
2012-11,España,ES,Ucrania,UA,30570649.0,193083035.0
2012-12,España,ES,Ucrania,UA,27846715.0,183385645.0
2013-01,España,ES,Ucrania,UA,27068962.0,212165540.0
2013-02,España,ES,Ucrania,UA,30384873.0,121379021.0
2013-03,España,ES,Ucrania,UA,33666283.0,40979751.0
2013-04,España,ES,Ucrania,UA,38834090.0,103167754.0
2013-05,España,ES,Ucrania,UA,33353029.0,82359115.0
2013-06,España,ES,Ucrania,UA,35354924.0,91636198.0
2013-07,España,ES,Ucrania,UA,40201629.0,63843212.0
2013-08,España,ES,Ucrania,UA,34230284.0,54370359.0
2013-09,España,ES,Ucrania,UA,42726195.0,26681181.0
2013-10,España,ES,Ucrania,UA,40738078.0,70563868.0
2013-11,España,ES,Ucrania,UA,32212198.0,103066867.0
2013-12,España,ES,Ucrania,UA,29216975.0,147725609.0
2014-01,España,ES,Ucrania,UA,30120175.0,158508102.0
2014-02,España,ES,Ucrania,UA,27731800.0,127354588.0
2014-03,España,ES,Ucrania,UA,32275296.0,138764961.0
2014-04,España,ES,Ucrania,UA,18427798.0,110291431.0
2014-05,España,ES,Ucrania,UA,22430165.0,107414114.0
2014-06,España,ES,Ucrania,UA,21377590.0,47485092.0
2014-07,España,ES,Ucrania,UA,26718593.0,48609405.0
2014-08,España,ES,Ucrania,UA,21067440.0,86568732.0
2014-09,España,ES,Ucrania,UA,19168405.0,67987111.0
2014-10,España,ES,Ucrania,UA,22783470.0,112949755.0
2014-11,España,ES,Ucrania,UA,21728755.0,42055629.0
2014-12,España,ES,Ucrania,UA,20866657.0,103984285.0
2015-01,España,ES,Ucrania,UA,14100489.0,91538943.0
2015-02,España,ES,Ucrania,UA,22869755.0,113591781.0
2015-03,España,ES,Ucrania,UA,19194233.0,114668224.0
2015-04,España,ES,Ucrania,UA,13600054.0,119809230.0
2015-05,España,ES,Ucrania,UA,16441330.0,37663651.0
2015-06,España,ES,Ucrania,UA,27210869.0,59418972.0
2015-07,España,ES,Ucrania,UA,23570753.0,58417216.0
2015-08,España,ES,Ucrania,UA,14542251.0,91470741.0
2015-09,España,ES,Ucrania,UA,17500016.0,41831482.0
2015-10,España,ES,Ucrania,UA,21282662.0,99676449.0
2015-11,España,ES,Ucrania,UA,20295288.0,143645503.0
2015-12,España,ES,Ucrania,UA,19323281.0,140525933.0
2016-01,España,ES,Ucrania,UA,19973479.0,155344209.0
2016-02,España,ES,Ucrania,UA,27091340.0,112086092.0
2016-03,España,ES,Ucrania,UA,23359035.0,135289969.0
2016-04,España,ES,Ucrania,UA,22407019.0,88238661.0
2016-05,España,ES,Ucrania,UA,26991682.0,90210699.0
2016-06,España,ES,Ucrania,UA,29466055.0,76687929.0
2016-07,España,ES,Ucrania,UA,30210588.0,57024902.0
2016-08,España,ES,Ucrania,UA,20713624.0,79268423.0
2016-09,España,ES,Ucrania,UA,28670247.0,33262736.0
2016-10,España,ES,Ucrania,UA,27464462.0,62968246.0
2016-11,España,ES,Ucrania,UA,26430955.0,66222015.0
2016-12,España,ES,Ucrania,UA,19086582.0,135001003.0
2017-01,España,ES,Ucrania,UA,23588471.0,194514927.0
2017-02,España,ES,Ucrania,UA,28480869.0,117221325.0
2017-03,España,ES,Ucrania,UA,42636579.0,123710969.0
2017-04,España,ES,Ucrania,UA,30699938.0,101848913.0
2017-05,España,ES,Ucrania,UA,33817626.0,105499173.0
2017-06,España,ES,Ucrania,UA,40943195.0,154114309.0
2017-07,España,ES,Ucrania,UA,42464755.0,131501071.0
2017-08,España,ES,Ucrania,UA,25602624.0,85341635.0
2017-09,España,ES,Ucrania,UA,37874013.0,70337226.0
2017-10,España,ES,Ucrania,UA,32262053.0,59542012.0
2017-11,España,ES,Ucrania,UA,28979743.0,69842347.0
2017-12,España,ES,Ucrania,UA,23742075.0,68367195.0
2018-01,España,ES,Ucrania,UA,25989077.0,184446875.0
2018-02,España,ES,Ucrania,UA,32021937.0,143033885.0
2018-03,España,ES,Ucrania,UA,35171282.0,137127685.0
2018-04,España,ES,Ucrania,UA,31549604.0,83063899.0
2018-05,España,ES,Ucrania,UA,35685767.0,98157537.0
2018-06,España,ES,Ucrania,UA,26101003.0,88725187.0
2018-07,España,ES,Ucrania,UA,39081518.0,70962321.0
2018-08,España,ES,Ucrania,UA,34113206.0,58443555.0
2018-09,España,ES,Ucrania,UA,32084340.0,44045018.0
2018-10,España,ES,Ucrania,UA,46731563.0,112101127.0
2018-11,España,ES,Ucrania,UA,32170127.0,133033762.0
2018-12,España,ES,Ucrania,UA,28030215.0,187353057.0
2019-01,España,ES,Ucrania,UA,29236272.0,253443222.0
2019-02,España,ES,Ucrania,UA,38517904.0,124546476.0
2019-03,España,ES,Ucrania,UA,35511309.0,154051493.0
2019-04,España,ES,Ucrania,UA,52688838.0,99168678.0
2019-05,España,ES,Ucrania,UA,45190924.0,108612064.0
2019-06,España,ES,Ucrania,UA,61881640.0,109905958.0
2019-07,España,ES,Ucrania,UA,62745639.0,137947043.0
2019-08,España,ES,Ucrania,UA,52371767.0,138557762.0
2019-09,España,ES,Ucrania,UA,67733028.0,68950828.0
2019-10,España,ES,Ucrania,UA,66322079.0,90058733.0
2019-11,España,ES,Ucrania,UA,57095182.0,121040356.0
2019-12,España,ES,Ucrania,UA,42690224.0,172675626.0
2020-01,España,ES,Ucrania,UA,43457166.0,215376667.0
2020-02,España,ES,Ucrania,UA,53159440.0,138339480.0
2020-03,España,ES,Ucrania,UA,45473006.0,113350384.0
2020-04,España,ES,Ucrania,UA,23648366.0,128621356.0
2020-05,España,ES,Ucrania,UA,25587987.0,111374452.0
2020-06,España,ES,Ucrania,UA,36774019.0,64117431.0
2020-07,España,ES,Ucrania,UA,47024913.0,70656938.0
2020-08,España,ES,Ucrania,UA,36886398.0,61619553.0
2020-09,España,ES,Ucrania,UA,42164383.0,67760819.0
2020-10,España,ES,Ucrania,UA,56552892.0,71949888.0
2020-11,España,ES,Ucrania,UA,49913566.0,103545180.0
2020-12,España,ES,Ucrania,UA,44139214.0,91638862.0
2021-01,España,ES,Ucrania,UA,37001085.0,159953802.0
2021-02,España,ES,Ucrania,UA,51365236.0,113361042.0
2021-03,España,ES,Ucrania,UA,50966905.0,121793904.0
2021-04,España,ES,Ucrania,UA,46263587.0,97657484.0
2021-05,España,ES,Ucrania,UA,54136382.0,92924805.0
2021-06,España,ES,Ucrania,UA,48557789.0,110859107.0
2021-07,España,ES,Ucrania,UA,74507318.0,100748394.0
2021-08,España,ES,Ucrania,UA,66970054.0,88581483.0
2021-09,España,ES,Ucrania,UA,61645051.0,107547910.0
2021-10,España,ES,Ucrania,UA,62681123.0,114974366.0
2021-11,España,ES,Ucrania,UA,71718307.0,158581173.0
2021-12,España,ES,Ucrania,UA,50619731.0,261641550.0
2022-01,España,ES,Ucrania,UA,49335311.0,345766384.0
2022-02,España,ES,Ucrania,UA,34709727.0,315724822.0
2022-03,España,ES,Ucrania,UA,6255827.0,104027947.0
2022-04,España,ES,Ucrania,UA,18674153.0,14604007.0
2022-05,España,ES,Ucrania,UA,23349913.0,42181695.0
2022-06,España,ES,Ucrania,UA,33963186.0,89474610.0
2022-07,España,ES,Ucrania,UA,30382167.0,88647280.0
2022-08,España,ES,Ucrania,UA,34442120.0,72101491.0
2022-09,España,ES,Ucrania,UA,42399683.0,124181479.0
2022-10,España,ES,Ucrania,UA,47505302.0,310961844.0
2022-11,España,ES,Ucrania,UA,54826555.0,313720440.0
2022-12,España,ES,Ucrania,UA,48992867.0,325098574.0
2023-01,España,ES,Ucrania,UA,48594192.0,246345441.0
2023-02,España,ES,Ucrania,UA,52545850.0,291810334.0
2023-03,España,ES,Ucrania,UA,51409435.0,260401101.0
2023-04,España,ES,Ucrania,UA,47137302.0,254705192.0
2023-05,España,ES,Ucrania,UA,116376040.0,301999092.0
2023-06,España,ES,Ucrania,UA,59414628.0,183024123.0
2023-07,España,ES,Ucrania,UA,64208973.0,168101310.0
2023-08,España,ES,Ucrania,UA,50337389.0,192875847.0
2023-09,España,ES,Ucrania,UA,61884105.0,166580174.0
2023-10,España,ES,Ucrania,UA,58751592.0,192759880.0
2023-11,España,ES,Ucrania,UA,72763010.0,299169033.0
2023-12,España,ES,Ucrania,UA,33455300.0,291301909.0
2024-01,España,ES,Ucrania,UA,40520831.0,417794626.0
2024-02,España,ES,Ucrania,UA,46502633.0,345410061.0
2024-03,España,ES,Ucrania,UA,42345121.0,233525594.0
2024-04,España,ES,Ucrania,UA,60033847.0,279829479.0
2024-05,España,ES,Ucrania,UA,51960184.0,284364819.0
2024-06,España,ES,Ucrania,UA,40987547.0,292585156.0
2024-07,España,ES,Ucrania,UA,63360429.0,260649065.0
2024-08,España,ES,Ucrania,UA,91604393.0,149403697.0
2024-09,España,ES,Ucrania,UA,43028608.0,180223763.0
2024-10,España,ES,Ucrania,UA,62966540.0,244307933.0
2024-11,España,ES,Ucrania,UA,151030204.0,254389656.0
2024-12,España,ES,Ucrania,UA,40699682.0,213735773.0
2025-01,España,ES,Ucrania,UA,52185675.0,250762289.0
2025-02,España,ES,Ucrania,UA,107192750.0,228280594.0
2025-03,España,ES,Ucrania,UA,63040421.0,250033532.0
2025-04,España,ES,Ucrania,UA,65370456.0,131326252.0
2025-05,España,ES,Ucrania,UA,54160503.0,133991836.0
2025-06,España,ES,Ucrania,UA,199318951.0,85303165.0
2025-07,España,ES,Ucrania,UA,60013697.0,96857317.0
2025-08,España,ES,Ucrania,UA,46307282.0,141035052.0
2025-09,España,ES,Ucrania,UA,187907153.0,73856893.0
2025-10,España,ES,Ucrania,UA,76227307.0,122728780.0
2025-11,España,ES,Ucrania,UA,62709422.0,132764223.0
2002-01,España,ES,Estados Unidos,US,388511484.0,585662070.0
2002-02,España,ES,Estados Unidos,US,481842643.0,518784432.0
2002-03,España,ES,Estados Unidos,US,465146615.0,521312336.0
2002-04,España,ES,Estados Unidos,US,532511596.0,587445931.0
2002-05,España,ES,Estados Unidos,US,559922551.0,442319764.0
2002-06,España,ES,Estados Unidos,US,420991235.0,417398203.0
2002-07,España,ES,Estados Unidos,US,507471232.0,454040294.0
2002-08,España,ES,Estados Unidos,US,381137985.0,362420326.0
2002-09,España,ES,Estados Unidos,US,424292077.0,409164285.0
2002-10,España,ES,Estados Unidos,US,578613725.0,575097239.0
2002-11,España,ES,Estados Unidos,US,550337417.0,580910676.0
2002-12,España,ES,Estados Unidos,US,454634962.0,551652916.0
2003-01,España,ES,Estados Unidos,US,450970142.0,511777066.0
2003-02,España,ES,Estados Unidos,US,419433993.0,411178868.0
2003-03,España,ES,Estados Unidos,US,443597516.0,474785267.0
2003-04,España,ES,Estados Unidos,US,490581569.0,422761542.0
2003-05,España,ES,Estados Unidos,US,494808598.0,644949734.0
2003-06,España,ES,Estados Unidos,US,479523166.0,409970679.0
2003-07,España,ES,Estados Unidos,US,505745923.0,462121255.0
2003-08,España,ES,Estados Unidos,US,362624007.0,326885441.0
2003-09,España,ES,Estados Unidos,US,415173502.0,413703449.0
2003-10,España,ES,Estados Unidos,US,565379055.0,407240924.0
2003-11,España,ES,Estados Unidos,US,450445769.0,509426113.0
2003-12,España,ES,Estados Unidos,US,570863056.0,523993683.0
2004-01,España,ES,Estados Unidos,US,365040204.0,489719649.0
2004-02,España,ES,Estados Unidos,US,432049185.0,448064108.0
2004-03,España,ES,Estados Unidos,US,532162018.0,502720242.0
2004-04,España,ES,Estados Unidos,US,456043838.0,488962351.0
2004-05,España,ES,Estados Unidos,US,521785419.0,579430599.0
2004-06,España,ES,Estados Unidos,US,480535971.0,515951753.0
2004-07,España,ES,Estados Unidos,US,514333678.0,445983124.0
2004-08,España,ES,Estados Unidos,US,370162581.0,435980901.0
2004-09,España,ES,Estados Unidos,US,412910211.0,497948461.0
